"sim" "n" "r" "SW" "KS"
"UNIF(0,1)" 10 1000 82 18
"UNIF(0,1)" 10 1000 87 13
"UNIF(0,1)" 10 1000 78 14
"UNIF(0,1)" 10 1000 72 15
"UNIF(0,1)" 10 1000 87 15
"UNIF(0,1)" 10 1000 78 22
"UNIF(0,1)" 10 1000 80 17
"UNIF(0,1)" 10 1000 94 21
"UNIF(0,1)" 10 1000 82 13
"UNIF(0,1)" 10 1000 84 16
"UNIF(0,1)" 15 1000 132 14
"UNIF(0,1)" 15 1000 111 13
"UNIF(0,1)" 15 1000 145 25
"UNIF(0,1)" 15 1000 119 24
"UNIF(0,1)" 15 1000 109 17
"UNIF(0,1)" 15 1000 123 21
"UNIF(0,1)" 15 1000 124 17
"UNIF(0,1)" 15 1000 127 21
"UNIF(0,1)" 15 1000 115 25
"UNIF(0,1)" 15 1000 128 14
"UNIF(0,1)" 20 1000 196 17
"UNIF(0,1)" 20 1000 218 17
"UNIF(0,1)" 20 1000 181 19
"UNIF(0,1)" 20 1000 206 17
"UNIF(0,1)" 20 1000 194 16
"UNIF(0,1)" 20 1000 199 14
"UNIF(0,1)" 20 1000 212 12
"UNIF(0,1)" 20 1000 192 16
"UNIF(0,1)" 20 1000 188 18
"UNIF(0,1)" 20 1000 207 13
"UNIF(0,1)" 25 1000 272 18
"UNIF(0,1)" 25 1000 302 21
"UNIF(0,1)" 25 1000 278 10
"UNIF(0,1)" 25 1000 290 15
"UNIF(0,1)" 25 1000 293 18
"UNIF(0,1)" 25 1000 300 10
"UNIF(0,1)" 25 1000 297 6
"UNIF(0,1)" 25 1000 265 13
"UNIF(0,1)" 25 1000 290 10
"UNIF(0,1)" 25 1000 277 9
"UNIF(0,1)" 30 1000 353 7
"UNIF(0,1)" 30 1000 385 9
"UNIF(0,1)" 30 1000 341 13
"UNIF(0,1)" 30 1000 386 10
"UNIF(0,1)" 30 1000 366 13
"UNIF(0,1)" 30 1000 385 10
"UNIF(0,1)" 30 1000 385 9
"UNIF(0,1)" 30 1000 368 12
"UNIF(0,1)" 30 1000 373 15
"UNIF(0,1)" 30 1000 340 11
"UNIF(0,1)" 40 1000 558 7
"UNIF(0,1)" 40 1000 564 9
"UNIF(0,1)" 40 1000 561 6
"UNIF(0,1)" 40 1000 560 3
"UNIF(0,1)" 40 1000 572 8
"UNIF(0,1)" 40 1000 565 8
"UNIF(0,1)" 40 1000 548 2
"UNIF(0,1)" 40 1000 579 4
"UNIF(0,1)" 40 1000 584 15
"UNIF(0,1)" 40 1000 538 3
"UNIF(0,1)" 50 1000 766 3
"UNIF(0,1)" 50 1000 755 6
"UNIF(0,1)" 50 1000 755 5
"UNIF(0,1)" 50 1000 744 1
"UNIF(0,1)" 50 1000 751 5
"UNIF(0,1)" 50 1000 734 6
"UNIF(0,1)" 50 1000 771 3
"UNIF(0,1)" 50 1000 747 5
"UNIF(0,1)" 50 1000 757 5
"UNIF(0,1)" 50 1000 745 3
"UNIF(0,1)" 100 1000 997 0
"UNIF(0,1)" 100 1000 993 1
"UNIF(0,1)" 100 1000 998 0
"UNIF(0,1)" 100 1000 996 0
"UNIF(0,1)" 100 1000 997 0
"UNIF(0,1)" 100 1000 999 0
"UNIF(0,1)" 100 1000 998 0
"UNIF(0,1)" 100 1000 995 0
"UNIF(0,1)" 100 1000 993 1
"UNIF(0,1)" 100 1000 993 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 1
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 200 1000 1000 1
"UNIF(0,1)" 200 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 300 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 400 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
"UNIF(0,1)" 500 1000 1000 0
