"sim" "n" "r" "c"
"UNIF(0,1)" 10 1000 88
"UNIF(0,1)" 10 1000 80
"UNIF(0,1)" 10 1000 72
"UNIF(0,1)" 10 1000 80
"UNIF(0,1)" 10 1000 66
"UNIF(0,1)" 10 1000 72
"UNIF(0,1)" 10 1000 85
"UNIF(0,1)" 10 1000 67
"UNIF(0,1)" 10 1000 87
"UNIF(0,1)" 10 1000 89
"UNIF(0,1)" 15 1000 137
"UNIF(0,1)" 15 1000 133
"UNIF(0,1)" 15 1000 111
"UNIF(0,1)" 15 1000 122
"UNIF(0,1)" 15 1000 120
"UNIF(0,1)" 15 1000 107
"UNIF(0,1)" 15 1000 104
"UNIF(0,1)" 15 1000 115
"UNIF(0,1)" 15 1000 113
"UNIF(0,1)" 15 1000 126
"UNIF(0,1)" 20 1000 168
"UNIF(0,1)" 20 1000 156
"UNIF(0,1)" 20 1000 154
"UNIF(0,1)" 20 1000 170
"UNIF(0,1)" 20 1000 168
"UNIF(0,1)" 20 1000 189
"UNIF(0,1)" 20 1000 157
"UNIF(0,1)" 20 1000 143
"UNIF(0,1)" 20 1000 164
"UNIF(0,1)" 20 1000 163
"UNIF(0,1)" 25 1000 231
"UNIF(0,1)" 25 1000 238
"UNIF(0,1)" 25 1000 221
"UNIF(0,1)" 25 1000 233
"UNIF(0,1)" 25 1000 225
"UNIF(0,1)" 25 1000 221
"UNIF(0,1)" 25 1000 212
"UNIF(0,1)" 25 1000 229
"UNIF(0,1)" 25 1000 198
"UNIF(0,1)" 25 1000 217
"UNIF(0,1)" 30 1000 292
"UNIF(0,1)" 30 1000 315
"UNIF(0,1)" 30 1000 285
"UNIF(0,1)" 30 1000 310
"UNIF(0,1)" 30 1000 286
"UNIF(0,1)" 30 1000 303
"UNIF(0,1)" 30 1000 314
"UNIF(0,1)" 30 1000 292
"UNIF(0,1)" 30 1000 312
"UNIF(0,1)" 30 1000 302
"UNIF(0,1)" 40 1000 442
"UNIF(0,1)" 40 1000 450
"UNIF(0,1)" 40 1000 432
"UNIF(0,1)" 40 1000 449
"UNIF(0,1)" 40 1000 443
"UNIF(0,1)" 40 1000 472
"UNIF(0,1)" 40 1000 450
"UNIF(0,1)" 40 1000 409
"UNIF(0,1)" 40 1000 444
"UNIF(0,1)" 40 1000 452
"UNIF(0,1)" 50 1000 568
"UNIF(0,1)" 50 1000 547
"UNIF(0,1)" 50 1000 582
"UNIF(0,1)" 50 1000 581
"UNIF(0,1)" 50 1000 560
"UNIF(0,1)" 50 1000 584
"UNIF(0,1)" 50 1000 564
"UNIF(0,1)" 50 1000 553
"UNIF(0,1)" 50 1000 580
"UNIF(0,1)" 50 1000 582
"UNIF(0,1)" 100 1000 941
"UNIF(0,1)" 100 1000 958
"UNIF(0,1)" 100 1000 954
"UNIF(0,1)" 100 1000 955
"UNIF(0,1)" 100 1000 949
"UNIF(0,1)" 100 1000 958
"UNIF(0,1)" 100 1000 937
"UNIF(0,1)" 100 1000 961
"UNIF(0,1)" 100 1000 956
"UNIF(0,1)" 100 1000 946
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 999
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
