"sim" "n" "LL"
"UNIF(0,1)" 10 0.0638
"UNIF(0,1)" 20 0.101
"UNIF(0,1)" 30 0.1413
"UNIF(0,1)" 50 0.2595
"UNIF(0,1)" 100 0.5817
"UNIF(0,1)" 300 0.9974
"UNIF(0,1)" 500 1
"UNIF(0,1)" 1000 1
"UNIF(0,1)" 2000 1
